 CODICE_IVASS;TIPO_ALBO;DATA_ISCRIZIONE_ALBO_ELENCO;DATA_CANCELLAZIONE_ALBO_ELENCO;DENOMINAZIONE_IMPRESA;CODICE_FISCALE;CLASSIFICAZIONE;INDIRIZZO_SEDE_LEGALE_RAPPRESENTANZA_IN_ITALIA;INDIRIZZO_DIREZIONE_GENERALE;INDIRIZZO_CASA_MADRE;TIPO_LAVORO;PEC
D961R;Elenco I - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in regime di stabilimento;2019-03-01;9999-12-31;SCOTTISH WIDOWS EUROPE S.A.;0000010792080961;IMPRESA SEE CHE OPERA IN STABILIMENTO;VIA SEBASTIANO CABOTO, 1  20094 CORSICO;;;VITA;sweitalia@pec.it
D951R;Elenco I - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in regime di stabilimento;2018-06-01;9999-12-31;SI INSURANCE (EUROPE), SA;0000010376860960;IMPRESA SEE CHE OPERA IN STABILIMENTO;VIA LUIGI DA PORTO, 1  37122 VERONA;;;DANNI;SIIE@LEGALMAIL.IT
D889R;Elenco I - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in regime di stabilimento;2010-08-10;9999-12-31;SOGECAP;0000007160010968;IMPRESA SEE CHE OPERA IN STABILIMENTO;VIA TIZIANO, 32  20145 MILANO;;;PICCOLO CUMULO;SOGECAP@PEC.IT
D895R;Elenco I - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in regime di stabilimento;2011-05-25;9999-12-31;SOGESSUR S.A.;0000007420570967;IMPRESA SEE CHE OPERA IN STABILIMENTO;VIA TIZIANO, 32  20145 MILANO;;;DANNI;SOGESSUR@PEC.IT
D896R;Elenco I - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in regime di stabilimento;2011-07-19;9999-12-31;STARSTONE INSURANCE SE;0000094078200279;IMPRESA SEE CHE OPERA IN STABILIMENTO;CORSO MAGENTA, 10  20123 MILANO;;;;STARSTONE@LEGALMAIL.IT
D976R;Elenco I - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in regime di stabilimento;2021-02-11;9999-12-31;STEWART TITLE EUROPE LTD;0000011514340964;IMPRESA SEE CHE OPERA IN STABILIMENTO;VIA G. MENGONI, 4  20121 MILANO;;;DANNI;stewartitaly@pec.it
D880R;Elenco I - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in regime di stabilimento;2009-10-14;9999-12-31;SWISS RE INTERNATIONAL S.E.;0000006781650962;IMPRESA SEE CHE OPERA IN STABILIMENTO;PIAZZA VETRA, 17  20123 MILANO;;;DANNI;SWISSREINTERNATIONALITALIA@LEGALMAIL.IT
D857R;Elenco I - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in regime di stabilimento;2008-01-03;9999-12-31;TIROLER VERSICHERUNG V.A.G;0000002491180218;IMPRESA SEE CHE OPERA IN STABILIMENTO;VIA DEL MACELLO, 30  39100 BOLZANO-BOZEN;;;DANNI;TIROLER@LEGALMAIL.IT
D953R;Elenco I - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in regime di stabilimento;2018-08-24;9999-12-31;TOKIO MARINE EUROPE S.A.;0000010538810960;IMPRESA SEE CHE OPERA IN STABILIMENTO;LARGO ARTURO TOSCANINI, 1  20122 MILANO;;;DANNI;TOKIOMARINEEUROPE@LEGALMAIL.IT
D825R;Elenco I - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in regime di stabilimento;2008-01-03;9999-12-31;UNIQA OSTERREICH VERSICHERUNGEN AG;0000013191810152;IMPRESA SEE CHE OPERA IN STABILIMENTO;VIALE BRIANZA, 6  20127 MILANO;;;VITA;UNIQAOSTERREICH@LEGALMAIL.IT
D846R;Elenco I - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in regime di stabilimento;2008-01-03;9999-12-31;VEREINIGTE HAGELVERSICHERUNG VVAG;0000003461030235;IMPRESA SEE CHE OPERA IN STABILIMENTO;VIALE DEL COMMERCIO 47 SCALA B2. (37135 )        VERONA;;;DANNI;VEREINIGTEHAGELVERSICHERUNG@LEGALMAIL.IT
D890R;Elenco I - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in regime di stabilimento;2010-09-14;9999-12-31;WIENER STÄDTISCHE VERSICHERUNG AG VIENNA INSURANCE GROUP;0000012830730151;IMPRESA SEE CHE OPERA IN STABILIMENTO;VIA CRISTOFORO COLOMBO 112  00154 ROMA;;;MISTA;WIENERITALIA@LEGALMAIL.IT
D962R;Elenco I - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in regime di stabilimento;2019-03-08;9999-12-31;XL INSURANCE COMPANY SE;0000012525420159;IMPRESA SEE CHE OPERA IN STABILIMENTO;CORSO COMO 17  20154 MILANO;;;DANNI;xlinsurance@legalmail.it
D866R;Elenco I - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in regime di stabilimento;2008-01-03;9999-12-31;ZURICH INSURANCE PLC;0000005380900968;IMPRESA SEE CHE OPERA IN STABILIMENTO;VIA BENIGNO CRESPI, 23  20159 MILANO;;;DANNI;REGULATORS.ZURICH.INSURANCE.PLC@PEC.ZURICH.IT
40766;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2017-10-19;9999-12-31;ABARCA, COMPANHIA DE SEGUROS S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ATRIUM SALDANHA PRAÇA DUQUE DE SALDANHA, N.º 1, 9.º - I 1050  LISBONA PORTOGALLO;DANNI; 
40444;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2012-03-05;9999-12-31;ABC ASIGURARI REASIGURARI S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;STR. SCOALA FLOREASCA, 24 (SECTOR 1)  BUCAREST ROMANIA;DANNI; 
10168;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;ABEILLE IARD & SANTE SOCIÉTÉ ANONYME D'ASSURANCES INCENDIE, ACCIDENTS ET RISQUES DIVERS; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;13, RUE DU MOULIN BAILLY  BOIS COLOMBES FRANCIA;DANNI; 
10296;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;ACADIA INTERNATIONAL INSURANCE DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O AON INS. MANAGERS (DUBLIN) LTD. 3RD FLOOR THE METROPOLITAN BUILDING JAMES JOYCE STREET  DUBLINO IRLANDA;DANNI; 
41103;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2022-07-19;9999-12-31;ACCELERANT INSURANCE EUROPE SA/NV;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BASTION TOWER, LEVEL 20, PLACE DU CHAMP DE MARS 5  BRUXELLES BELGIO;DANNI; 
40558;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2013-09-03;9999-12-31;ACCREDITED INSURANCE (EUROPE) LTD;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;3RD FLOOR, DEVELOPMENT HOUSE, ST. ANNE STREET, FLORIANA (FRN 9010)  FLORIANA MALTA;DANNI; 
10828;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;ACHMEA SCHADEVERZEKERINGEN N.V.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;LAAN VAN MALKENSCHOTEN, 20  (7333 NP)  APELDOORN PAESI BASSI;DANNI; 
40771;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2017-10-26;9999-12-31;ACHMEA ZORGVERZEKERINGEN N.V.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;DELLAERTWEG 1 (2316 WZ)  LEIDEN PAESI BASSI;DANNI; 
10238;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;ACREDIA VERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;HIMMELPFORTGASSE 29  VIENNA AUSTRIA;DANNI; 
41101;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2022-06-28;9999-12-31;ACTA ASSURANCE SA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;PARC DES TUILERIES, CS 80117, CEDEX 69578  LIMONEST FRANCIA;DANNI; 
40709;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2016-08-10;9999-12-31;ADAC VERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;HANSASTRASSE, 19  MONACO DI BAVIERA GERMANIA;DANNI; 
40830;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-10-02;9999-12-31;ADMIRAL EUROPE COMPAÑIA DE SEGUROS S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;CALLE SANCHEZ PACHECO, 85  MADRID SPAGNA;DANNI;ADMIRAL@PEC.IT
40983;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-07-18;9999-12-31;ADRIATIC OSIGURANJE D.D.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;LISTOPADSKA 2  ZAGABRIA CROAZIA;DANNI; 
40513;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2013-01-28;9999-12-31;ADVENT INSURANCE PCC LIMITED; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;THE LANDMARK, LEVEL 1, SUITE 2,  TRIQ-L ILJUN (QRM 3800)  QORMI MALTA;DANNI; 
40774;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2017-11-06;9999-12-31;ADVIGON VERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;DRESCHEWEG 1  VADUZ LIECHTENSTEIN;DANNI; 
10583;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;ADVOCARD RECHTSSCHUTZVERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;HEIDENKAMPSWEG 81   AMBURGO GERMANIA;DANNI; 
10179;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;AEGON IRELAND PLC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;1 NORTH WALL QUAY  DUBLINO IRLANDA;VITA; 
40187;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-03-14;9999-12-31;AEGON LEVENSVERZEKERINGEN NV; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;THE HAGUE    PAESI BASSI;VITA; 
40218;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-08-08;9999-12-31;AEGON TOWARZYSTWO UBEZPIECZEN NA ZYCIE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;5 WOLOSKA STR. (02-675)  VARSAVIA POLONIA;PICCOLO CUMULO; 
40184;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;AETNA HEALTH INSURANCE COMPANY OF EUROPE DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ALEXANDRA HOUSE - THE SWEEPSTAKES - BALLSBRIDGE  DUBLINO IRLANDA;DANNI; 
40572;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2014-06-09;9999-12-31;AFI ESCA LUXEMBOURG S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;4, RUE DU FORT WALLIS (L - 2714)  LUSSEMBURGO LUSSEMBURGO;VITA; 
41056;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2021-04-21;9999-12-31;AGRAM LIFE OSIGURANJE DD; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;TRNJANSKA CESTA 108 - 10000  ZAGABRIA CROAZIA;PICCOLO CUMULO; 
40853;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-09-26;9999-12-31;AIG EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ESPERIDON 26, STROVOLOS  NICOSIA CIPRO;DANNI; 
40852;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-13;9999-12-31;AIG EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;PLEINLAAN 11  BRUXELLES BELGIO;DANNI; 
40850;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-13;9999-12-31;AIG EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;35D , AVENUE JOHN F. KENNEDY (L-1855)  LUSSEMBURGO LUSSEMBURGO;DANNI; 
40865;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-13;9999-12-31;AIG EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;VASTRA JARNVAGSGATAN 7, 8TR, BOX 3506  STOCCOLMA SVEZIA;DANNI; 
40864;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-13;9999-12-31;AIG EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;PASEO DE LA CASTELLANA 216  MADRID SPAGNA;DANNI; 
40863;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-13;9999-12-31;AIG EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AVENIDA DA LIBERDADE, EDIFICIO CAFÉ LISBOA N. 131 3A (1250-004)  LISBONA PORTOGALLO;DANNI; 
40862;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-09-26;9999-12-31;AIG EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ROSENKRANTZ GATE 22, POSTBOKS 1588 VIKA (NO-0118)  OSLO NORVEGIA;DANNI; 
40861;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-13;9999-12-31;AIG EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;POSTBUS 8606 (3009 AP)  ROTTERDAM PAESI BASSI;DANNI; 
40851;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-09-26;9999-12-31;AIG EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;HERRENGASSE 1-3  VIENNA AUSTRIA;DANNI; 
40860;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-13;9999-12-31;AIG EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;98/2 MELITA STREET (VLT1120)  LA VALLETTA MALTA;DANNI; 
40859;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-13;9999-12-31;AIG EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;30 NORTH WALL QUAY  DUBLINO IRLANDA;DANNI; 
40858;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-13;9999-12-31;AIG EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;119, KIFISSIAS AVENUE, MAROUSSI  ATENE GRECIA;DANNI; 
40857;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-13;9999-12-31;AIG EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;NEUE MAINZER STRABE 46-50  FRANCOFORTE SUL MENO GERMANIA;DANNI; 
40856;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-13;9999-12-31;AIG EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;1, PASSERELLE DES REFLETS - TOUR CBX  COURBEVOIE FRANCIA;DANNI; 
40855;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-09-26;9999-12-31;AIG EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;KASARMIKATU 44  HELSINKI FINLANDIA;DANNI; 
40854;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-13;9999-12-31;AIG EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;HOSVALD HELMUTHS VEJ 4  FREDERIKSBERG DANIMARCA;DANNI; 
40971;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-02-27;9999-12-31;AIOI NISSAY DOWA INSURANCE COMPANY OF EUROPE SE;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;4 RUE LOU HEMMER (L-1748)  SENNINGERBERG LUSSEMBURGO;DANNI; 
40972;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-02-27;9999-12-31;AIOI NISSAY DOWA INSURANCE COMPANY OF EUROPE SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;CARL-ZEISS-RING 25, ISMANING  MONACO DI BAVIERA GERMANIA;DANNI; 
10331;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;AKZO NOBEL ASSURANTIE N.V.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;POSTBUS 9300  (6800 SB)  ARNHEM PAESI BASSI;DANNI; 
40812;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-06-14;9999-12-31;ALBINGIA SA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;109 À 111 RUE VICTOR HUGO  LEVALLOIS PERRET FRANCIA;DANNI; 
40987;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-09-26;9999-12-31;ALLCURA VERSICHERUNGS-AKTIENGESELLSCHAFT; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;SCHAUENBURGERSTRAßE 27  AMBURGO GERMANIA;DANNI; 
10447;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;ALLIANZ BENELUX SA/NV; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;RUE DE LEAKEN, 35  BRUXELLES BELGIO;MISTA; 
40904;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-01-08;9999-12-31;ALLIANZ BENELUX SA/NV; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;COOLSINGEL 139 (3012 AG)  ROTTERDAM PAESI BASSI;MISTA; 
10558;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;ALLIANZ COMPANIA DE SEGUROS Y REASEGUROS S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;PASEO DE LA CASTELLANA 39   MADRID SPAGNA;DANNI; 
20043;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;ALLIANZ ELEMENTAR LEBENVERSICHERUNGS A.G.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;WIEDNER GÜRTEL 9-13  VIENNA AUSTRIA;VITA; 
10219;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;ALLIANZ ELEMENTAR VERSICHERUNGS AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;WIEDNER GÜRTEL 9-13  VIENNA AUSTRIA;DANNI; 
10524;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;KÖNIGINSTRASSE, 28  MONACO DI BAVIERA GERMANIA;DANNI; 
40347;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2010-08-18;9999-12-31;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;UITBREIDINGSSTRAAT, 86  ANVERSA BELGIO;DANNI; 
40348;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2010-08-18;9999-12-31;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;COOLSINGEL, 139 (3000 AB)  ROTTERDAM PAESI BASSI;DANNI; 
10926;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;TOUR ALLIANCE ONE 1, COURS MICHELET  CS 30051  LA DÉFENSE    PARIGI FRANCIA;DANNI; 
